anime_id,en_title,year
10534,Doraemon: Nobita and the Steel Troops - The New Age,2011.0
32979,Flip Flappers,2016.0
132,Getbackers,2002.0
14467,K,2012.0
1606,Kekkaishi,2006.0
2227,,1987.0
7627,Mitsudomoe,2010.0
6773,Shakugan no Shana: Season III,2011.0
1650,Star Blazers: The Quest for Iscandar,1974.0
2558,Little Women II: Jo's Boys,1993.0
33513,Assassination Classroom The Movie: 365 Days' Time,2016.0
905,Dragon Ball Z: Fusion Reborn,1995.0
5231,,2008.0
5204,The Garden of Sinners Chapter 6: Oblivion Recording,2008.0
12487,Horizon in the Middle of Nowhere II,2012.0
324,Patlabor: The Mobile Police - The TV Series,1989.0
709,,2003.0
1034,Royal Space Force: The Wings of Honneamise,1987.0
10716,Towanoquon: The Return of the Invincible,2011.0
1924,Urusei Yatsura Movie 5: The Final Chapter,1988.0
7647,Arakawa Under the Bridge,2010.0
530,Sailor Moon,1992.0
3785,Evangelion: 3.0 You Can (Not) Redo,2012.0
1281,Ghost Stories,2000.0
24765,School-Live!,2015.0
129,Saiyuki,2000.0
7661,Giant Killing,2010.0
10999,Inazuma Eleven GO: The Ultimate Bond Griffon,2011.0
6116,Kaasan: Mom's Life,2009.0
10500,,2011.0
8675,Student Council Staff Members,2010.0
1557,Shonen Onmyoji,2006.0
14289,"Say ""I Love You.""",2012.0
11743,A Certain Magical Index the Movie: The Miracle of Endymion,2013.0
29854,Ushio & Tora (2015),2015.0
11433,Waiting in the Summer,2012.0
31821,The Heroic Legend of Arslan: Dust Storm Dance,2016.0
12049,Fairy Tail the Movie: The Phoenix Priestess,2012.0
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,2005.0
19191,Ghost in the Shell: Arise - Border 2: Ghost Whispers,2013.0
21327,One Week Friends,2014.0
10568,Heaven's Memo Pad,2011.0
1087,Kimagure Orange Road,1987.0
15051,Love Live! School Idol Project,2013.0
11933,The Ambition of Oda Nobuna,2012.0
23775,Attack on Titan: Crimson Bow and Arrow,2014.0
969,Tsubasa RESERVoir CHRoNiCLE Season Two,2006.0
32681,Space Patrol Luluco,2016.0
2202,Captain Harlock: Arcadia of my Youth,1982.0
10495,YuruYuri: Happy Go Lily,2011.0
880,Ah! My Goddess: Flights of Fancy,2006.0
15061,,2012.0
110,,1997.0
23251,GUGURE! KOKKURI-SAN,2014.0
587,Looking Up At The Half-Moon,2006.0
11013,Inu X Boku Secret Service,2012.0
452,InuYasha the Movie: Affections Touching Across Time,2001.0
32869,Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,2016.0
6172,Professor Layton and the Eternal Diva,2009.0
21105,Love Stage!!,2014.0
3001,,2007.0
2498,,1995.0
25729,,2015.0
4654,A Certain Magical Index,2008.0
18139,Tonari no Seki-kun: The Master of Killing Time,2014.0
16005,Unlimited Psychic Squad,2013.0
22147,Amagi Brilliant Park,2014.0
1946,Tomorrow's Nadja,2003.0
67,Basilisk,2005.0
14345,BTOOOM!,2012.0
340,Time of Shura,2004.0
10588,Persona 4 the Animation,2011.0
14669,Aura: Koga Maryuin's Last War,2013.0
455,Fantastic Children,2004.0
18507,Free! - Iwatobi Swim Club,2013.0
27411,Ghost in the Shell: The New Movie,2015.0
8217,,2010.0
617,Ninja Scroll,1993.0
31798,Kiznaiver,2016.0
11371,The Prince of Tennis II,2012.0
32542,Haven't You Heard? I'm Sakamoto,2016.0
2268,,
177,Tsubasa RESERVoir CHRoNiCLE,2005.0
22729,Aldnoah.Zero,2014.0
4835,Bleach the Movie: Fade to Black,2008.0
8888,Code Geass: Akito the Exiled - The Wyvern Arrives,2012.0
9786,,2006.0
25687,Digimon Adventure tri. Reunion,2015.0
14131,Girls und Panzer,2012.0
2002,Heroic Age,2007.0
145,His and Her Circumstances,1998.0
5290,Keroro Movie 3,2008.0
250,Zatch Bell!,2003.0
23321,Log Horizon 2,2014.0
1873,Plastic Model Wrestling Sanshiro,1983.0
528,Pokémon: The First Movie,1998.0
2562,The Flowers of Hard Blood,2007.0
1861,Slam Dunk: National Domination! Sakuragi Hanamichi,1994.0
17437,THE IDOLM@STER MOVIE: BEYOND THE BRILLIANT FUTURE!,2014.0
32673,Poco's Udon World,2016.0
1985,,1975.0
304,Ah! My Goddess: The Movie,2000.0
12291,Place to Place,2012.0
874,Digimon Tamers,2001.0
2673,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007.0
31376,Flying Witch,2016.0
1251,Nadia: The Secret of Blue Water,1990.0
2012,,1996.0
2848,Summer Days with Coo,2007.0
15813,Magical Sisters Yoyo & Nene,2013.0
5162,,2009.0
3673,The Daughter of 20 Faces,2008.0
3848,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",2008.0
26243,Seraph of the End: Vampire Reign,2015.0
46,Samurai X: The Motion Picture,1997.0
16241,"You're Being Summoned, Azazel Z",2013.0
1239,Sailor Moon SuperS,1995.0
17187,Ghost in the Shell: Arise - Border 1: Ghost Pain,2013.0
270,Hellsing,2001.0
1356,Fist of the North Star 2,1987.0
1567,Mysterious Thief Saint Tail,1995.0
13655,Little Busters!,2012.0
334,Marmalade Boy,1994.0
7651,,2009.0
1029,Only Yesterday,1991.0
209,R.O.D -The TV-,2003.0
16524,Gargantia on the Verdurous Planet,2013.0
10714,Towanoquon: The Complicity of Dreams,2011.0
10216,"You're Being Summoned, Azazel",2011.0
6408,,2010.0
32828,Sweetness & Lightning,2016.0
13115,Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi,2012.0
2174,Fist of the North Star: Raoh Side Story Fierce Fighting Arc,2007.0
5494,Before Green Gables,2009.0
6604,,2009.0
32526,Love Live! Sunshine!!,2016.0
8100,Mardock Scramble: The First Compression,2010.0
2835,,1982.0
2549,,1978.0
814,The Prince of Tennis: A Gift from Atobe,2005.0
28497,Rokka: Braves of the Six Flowers,2015.0
1651,Star Blazers: The Comet Empire,1978.0
691,,1989.0
11759,Accel World,2012.0
1240,Sailor Moon SuperS the Movie: Black Dream Hole,1995.0
6573,Darker than Black: Gemini of the Meteor,2009.0
21743,Laughing Under the Clouds,2014.0
901,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993.0
14837,Dragon Ball Z: Battle of Gods,2013.0
31706,Fate/kaleid liner Prisma Illya 3rei!!,2016.0
364,,2005.0
4060,Grimm's Fairy Tale Classics,1987.0
23269,Hello!! KINMOZA!,2015.0
449,InuYasha the Movie 4: Fire on the Mystic Island,2004.0
32870,Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,2016.0
522,,2001.0
96,Mobile Fighter G Gundam,1994.0
10589,Naruto Shippuden the Movie 5: Blood Prison,2011.0
3420,Shigofumi: Letters from the Departed,2008.0
10378,The Squid Girl 2,2011.0
3369,,2000.0
5075,Brave Police J-Decker,1994.0
11235,Amagami SS+ plus,2012.0
586,,2006.0
4981,Casshern Sins,2008.0
2961,Digimon: The Movie,1999.0
2409,Gokudo,1999.0
4039,Golgo 13,2008.0
22693,,2014.0
1563,Magic Knight Rayearth II,1995.0
9979,,2011.0
1608,,2001.0
18523,,2013.0
2923,Shugo Chara!,2007.0
18497,,2013.0
21639,Yu-Gi-Oh! Arc-V,2014.0
283,Anne of Green Gables,1979.0
2889,Bleach the Movie: The DiamondDust Rebellion,2007.0
18671,"Love, Chunibyo & Other Delusions!: Heart Throb",2014.0
2171,,2007.0
32948,The Great Passage,2016.0
3213,,1980.0
19195,Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,2014.0
21273,Is the Order a Rabbit?,2014.0
5998,Oblivion Island: Haruka and the Magic Mirror,2009.0
2330,Bucky: The Incredible Kid,1999.0
218,Martian Successor Nadesico,1996.0
8476,Zakuro,2010.0
10257,,2011.0
10731,,2011.0
23281,Psycho-Pass 2,2014.0
166,Samurai 7,2004.0
8557,The Squid Girl,2010.0
6802,Sound of the Sky,2010.0
30911,Tales of Zestiria the X,2016.0
200,Cheeky Angel,2002.0
3613,Library Wars,2008.0
22419,There is Here,1961.0
13709,Afro Samurai the Movie,2007.0
1474,City Hunter: .357 Magnum,1989.0
15199,Code Geass: Akito the Exiled - The Brightness Falls,2015.0
8687,,2005.0
1454,,2006.0
98,My-Hime,2004.0
20541,Engaged to the Unidentified,2014.0
1095,Patlabor: The Movie,1989.0
593,Infinite Ryvius,1999.0
708,Secret of Cerulean Sand,2002.0
13391,Expelled from Paradise,2014.0
2596,Ghost Hound,2007.0
441,Revolutionary Girl Utena: The Adolescence of Utena,1999.0
5262,Shugo Chara!! Doki,2008.0
1372,You're Under Arrest (1996),1996.0
2337,Tetsujin 28,2004.0
102,,2004.0
24919,,2015.0
1686,Bleach the Movie: Memories of Nobody,2006.0
1681,Brave Story,2006.0
2800,,1976.0
356,Fate/stay night,2006.0
6922,Fate/stay night: Unlimited Blade Works,2010.0
4061,Grimm's Fairy Tale Classics,1988.0
9834,Level E,2011.0
5854,Legend of the Condor Hero III,2008.0
2257,,1981.0
1459,Tekkaman Blade,1992.0
8676,Amagami SS,2010.0
4186,Chrome Shelled Regios,2009.0
17121,Someone's Gaze,2013.0
7045,Doraemon the Movie: Nobita's the Legend of the Sun King,2000.0
15613,Hakkenden -Eight Dogs of the East-,2013.0
6895,Hakuoki ~Demon of the Fleeting Blossom~,2010.0
379,Excel Saga,1999.0
12053,Mardock Scramble: The Third Exhaust,2012.0
490,Pani Poni Dash!,2005.0
64,Rozen Maiden,2004.0
5671,,2009.0
5355,Sengoku Basara: Samurai Kings,2009.0
20671,The Portrait Studio,2013.0
1728,Super GALS!,2001.0
567,The Big O,1999.0
1911,,2006.0
481,Yu-Gi-Oh!,2000.0
2392,Doraemon the Movie: Nobita's Dinosaur 2006,2006.0
18465,Genshiken Second Season,2013.0
852,Neighborhood Stories,1995.0
5710,,2009.0
1091,Mobile Suit Gundam II: Soldiers of Sorrow,1981.0
7877,My Sister Momoko,2003.0
34136,,2016.0
131,Saiyuki Gunlock,2004.0
879,,2006.0
1642,Sugar Sugar Rune,2005.0
5712,,1991.0
3974,Birdy the Mighty: Decode,2008.0
2203,Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,1982.0
156,X,2001.0
29,,2004.0
12149,AKB0048,2012.0
18893,Arpeggio of Blue Steel -Ars Nova-,2013.0
11633,Blood Lad,2013.0
17269,Space Pirate Captain Harlock,2013.0
15201,Code Geass: Akito the Exiled - Memories of Hatred,2015.0
26349,I Can't Understand What My Husband Is Saying,2014.0
25389,Dragon Ball Z: Resurrection 'F',2015.0
27631,God Eater,2015.0
134,Gunslinger Girl,2003.0
5929,,1988.0
28825,Himouto! Umaru-chan,2015.0
5291,Fist of the North Star: Legend of Kenshiro,2008.0
12679,Joshiraku,2012.0
1021,,1999.0
6707,Black Butler II,2010.0
2518,,2006.0
32792,Mobile Suit Gundam Unicorn RE:0096,2016.0
19221,My Mental Choices Are Completely Interfering With My School Romantic Comedy,2013.0
165,RahXephon,2002.0
2129,True Tears,2008.0
1050,Bobobo-bo Bo-bobo,2003.0
1222,,2006.0
1069,Voltes V,1977.0
13349,Utakoi,2012.0
5096,Doraemon the Movie: Nobita and the Green Giant Legend,2008.0
906,Dragon Ball Z: Wrath of the Dragon,1995.0
1391,,1991.0
2037,,1992.0
1773,Fist of the North Star: Raoh Side Story Junai Arc,2006.0
3199,Tico and Friends,1994.0
327,Petite Princess Yucie,2002.0
130,Saiyuki Reload,2003.0
2216,Shigurui: Death Frenzy,2007.0
31680,Super Lovers,2016.0
15731,,2013.0
12015,Tiger & Bunny Movie 1,2012.0
2608,,2007.0
1327,Blue Legend Shoot!,1993.0
2922,,1981.0
24625,Gundam Build Fighters Try,2014.0
16009,Sunday Without God,2013.0
435,Magic Knight Rayearth,1994.0
8246,Naruto Shippuden the Movie 4: The Lost Tower,2010.0
1203,,2004.0
959,Legend of the Condor Hero,2001.0
10294,Towanoquon: The Ephemeral Petals,2011.0
10713,Towanoquon: Dancing Orchid in Chaos,2011.0
10798,Un-Go,2011.0
4752,Vampire Knight Guilty,2008.0
183,,2002.0
798,,2006.0
28771,,2016.0
68,Black Cat,2005.0
2553,A Dog of Flanders,1975.0
13335,Fusé: Memoirs of a Huntress,2012.0
19193,Ghost in the Shell: Arise - Border 3: Ghost Tears,2014.0
506,,1984.0
20903,,2014.0
142,,1999.0
10918,,2010.0
3358,Kurenai,2008.0
76,Magical Girl Lyrical Nanoha,2004.0
31414,Rainbow Days,2016.0
353,,2002.0
14267,Persona 4 the Animation: The Factor of Hope,2012.0
19291,Pokémon the Series: XY,2013.0
792,Ranma ½: Nihao My Concubine,1992.0
167,Scrapped Princess,2003.0
24037,selector spread WIXOSS,2014.0
5233,,2009.0
2014,You're Under Arrest: Fast & Furious,2001.0
1006,Tenchi Muyo! In Love,1996.0
27899,Tokyo Ghoul √A,2015.0
3972,Yu-Gi-Oh! 5D's,2008.0
25519,Yuki Yuna is a Hero,2014.0
30869,Ajin: Demi-Human Movie 2: Confront,2016.0
1536,Buso Renkin,2006.0
1475,City Hunter: Bay City Wars,1990.0
2672,Doraemon the Movie: Nobita's Great Adventure into the Underworld,1984.0
23311,GARO: THE ANIMATION,2014.0
1852,Hidamari Sketch,2007.0
2228,,1991.0
1808,,2007.0
489,Kamichu!,2005.0
2286,Little Nemo: Adventures in Slumberland,1989.0
2929,,2007.0
31,Neon Genesis Evangelion: Death & Rebirth,1997.0
1212,,2006.0
11179,"Listen to Me, Girls. I Am Your Father!",2012.0
9959,,1994.0
2903,Charge!! Men's Private School,1988.0
2254,,1982.0
960,Legend of the Condor Hero II,2005.0
4189,Winter Sonata,2009.0
33094,WWW.WAGNARIA!!,2016.0
21435,Encouragement of Climb Season 2,2014.0
1589,Bartender,2006.0
9340,,2010.0
2817,The Story of Cinderella,1996.0
1684,.Koni-chan,2000.0
9135,Fullmetal Alchemist: The Sacred Star of Milos,2011.0
25183,Gangsta.,2015.0
10870,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,2007.0
1825,Barefoot Gen 2,1986.0
2204,,1999.0
1691,Kaze no Stigma,2007.0
31227,,2015.0
31952,This Art Club Has a Problem!,2016.0
1426,,1984.0
10624,Mardock Scramble: The Second Combustion,2011.0
520,,1995.0
3342,Rin: Daughters of Mnemosyne,2008.0
6325,Naruto Shippuden the Movie 3: The Will of Fire,2009.0
1010,Ranma ½: Team Ranma vs. The Legendary Phoenix,1994.0
8115,Welcome to THE SPACE SHOW,2010.0
10396,Ben-To,2011.0
16592,Danganronpa: The Animation,2013.0
29067,I Can't Understand What My Husband Is Saying: 2nd Thread,2015.0
501,,1973.0
9032,,2010.0
1878,,2007.0
16353,Love Lab,2013.0
2460,,1988.0
2253,Mazinger Z,1973.0
8769,OreImo,2010.0
11835,Qin's Moon: Hundred Schools of Thought,2011.0
16123,Saki: The Nationals,2014.0
30187,Beautiful Bones -Sakurako's Investigation-,2015.0
15751,,2013.0
10629,The Tibetan Dog,2011.0
2820,Time Quest,1989.0
113,Stellvia,2003.0
970,,1991.0
2548,Tales of Little Women,1987.0
101,Air,2005.0
103,Red Riding Hood Chacha,1994.0
3744,,2002.0
6880,Deadman Wonderland,2011.0
484,Saiyuki: Requiem,2001.0
476,Skating Rink Kaleidoscope,2005.0
14811,GJ Club,2013.0
242,The Gokusen,2004.0
9931,Re-Birthday,1999.0
33241,,2016.0
9938,Croisée in a Foreign Labyrinth The Animation,2011.0
2408,Sergeant Frog Movie 2,2007.0
2927,KimiKiss: Pure Rouge,2007.0
1419,Lupin III: Farewell to Nostradamus,1995.0
158,Maria Watches Over Us,2004.0
23421,Re: Hamatora: Season 2,2014.0
5984,Ristorante Paradiso,2009.0
8726,And Yet the Town Moves,2010.0
3125,,1982.0
24591,"Yo-kai Watch the Movie: It's the Secret of Birth, Meow!",2014.0
25755,Yowapeda Re:RIDE,2014.0
30790,,2015.0
763,Zoids,1999.0
2969,Appleseed: Ex Machina,2007.0
6676,,2009.0
25731,Cross Ange: Rondo of Angel and Dragon,2014.0
2656,Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey,2004.0
15925,,2013.0
20509,Fate/Kaleid Liner Prisma Illya 2Wei!,2014.0
344,Twin Spica,2003.0
18229,Gatchaman Crowds,2013.0
21039,,2015.0
4551,Earl and Fairy,2008.0
27969,The Case of Hana & Alice,2015.0
7337,"Hetalia Axis Powers: Paint it, White!",2010.0
20853,Chaika -The Coffin Princess-,2014.0
633,,1998.0
1590,Legendz: Tale of the Dragon Kings,2004.0
17505,Mushibugyo,2013.0
1655,Nerima Daikon Brothers,2006.0
23673,Wolf Girl & Black Prince,2014.0
21031,,2014.0
815,"The Prince of Tennis: The Two Samurai, The First Game",2005.0
7662,Psychic Detective Yakumo,2010.0
2942,Sketchbook ~full color's~,2007.0
1764,,1994.0
4884,Tales of the Abyss,2008.0
1744,Mirmo Zibang!,2002.0
878,Zegapain,2006.0
4038,Psychic Squad,2008.0
31245,I've Always Liked You,2016.0
4970,Afro Samurai: Resurrection,2009.0
1078,Cardcaptor Sakura: Leave it to Kero! Theatrical Version,2000.0
2665,Doraemon the Movie: Nobita and the Steel Troops,1986.0
2676,Doraemon the Movie: Nobita's Three Visionary Swordsmen,1994.0
32696,The Morose Mononokean,2016.0
551,Baki the Grappler: Saidai Tournament-hen,2001.0
32648,Handa-kun,2016.0
483,,2004.0
1972,Sherlock Hound,1984.0
5273,,1989.0
465,One Piece: The Giant Mechanical Soldier of Karakuri Castle,2006.0
1117,Pokémon: The Movie 2000,1999.0
710,,2006.0
20709,Sabagebu! -Survival Game Club!-,2014.0
15793,Symphogear G,2013.0
21573,Symphogear GX,2015.0
1815,Shakugan no Shana: The Movie,2007.0
15307,,2012.0
8098,Fafner: Heaven and Earth,2010.0
198,Speed Grapher,2005.0
50,Ah! My Goddess,2005.0
31771,,2016.0
2986,Bamboo Blade,2007.0
1614,Captain Tsubasa,2001.0
15109,Cuticle Detective Inaba,2013.0
5684,,2009.0
505,,2005.0
15863,Majestic Prince,2013.0
246,Rave Master,2001.0
6574,Hanamaru Kindergarten,2010.0
5150,Hatsukoi Limited,2009.0
714,Funny Faces in High School,1985.0
13261,,2012.0
2407,Sergeant Frog Movie,2006.0
519,,2005.0
6712,Summer Storm! Open for Business,2009.0
168,s-CRY-ed,2001.0
1302,Adieu Galaxy Express 999,1981.0
5034,Corpse Princess: Kuro,2009.0
1548,Queen Millennia,1981.0
2555,Little Lord Fauntleroy,1988.0
565,Steamboy,2004.0
855,Strawberry Panic,2006.0
5832,,1981.0
4703,,2008.0
33302,,2016.0
15911,Yuyushiki,2013.0
764,Zoids: New Century,2001.0
20787,Black Bullet,2014.0
1450,Brigadoon,2000.0
10163,[C] CONTROL - The Money and Soul of Possibility,2011.0
2649,Doraemon: A Grandmother's Recollections,2000.0
1250,Elemental Gelade,2005.0
653,Galaxy Angel A,2002.0
14833,Maoyu,2013.0
3655,Nabari no Ou,2008.0
463,One Piece: The Curse of the Sacred Sword,2004.0
2107,One Piece: Episode of Alabasta - The Desert Princess and the Pirates,2007.0
238,Flame of Recca,1997.0
18041,Rozen Maiden: Zurückspulen,2013.0
17080,,2015.0
13333,Tari Tari,2012.0
27,Trinity Blood,2005.0
22433,Broken Blade,2014.0
485,,2005.0
2658,Doraemon the Movie: The Record of Nobita's Parallel Visit to the West,1988.0
6930,Doraemon the Movie: The Record of Nobita's Spaceblazer,2009.0
3568,,1996.0
1441,Night on the Galactic Railroad,1985.0
15699,Nyaruko: Crawling With Love! Second Season,2013.0
18295,Valvrave the Liberator 2nd Season,2013.0
3958,Kannagi: Crazy Shrine Maidens,2008.0
845,Kiba,2006.0
1090,Mobile Suit Gundam I,1981.0
2472,Naruto Shippuden the Movie 1,2007.0
4437,Naruto Shippuden the Movie 2: Bonds,2008.0
13659,OreImo 2,2013.0
2141,,2003.0
161,Peace Maker Kurogane,2003.0
527,Pokémon,1997.0
13599,Robotics;Notes,2012.0
32175,Shonen Maid,2016.0
4663,Iron Fist Chinmi,1988.0
2113,,1989.0
3036,Soar High! Isami,1995.0
2427,The Fantastic Adventures Of Unico,1981.0
7058,The Betrayal Knows My Name,2010.0
9544,,2012.0
1983,Black Jack: The Two Doctors of Darkness,2005.0
2756,,2007.0
10444,Digimon Fusion,2011.0
332,Magical Circle Guru Guru 2,2000.0
2677,Doraemon the Movie: Nobita and the Animal Planet,1990.0
2661,Doraemon the Movie: Nobita and the Kingdom of Clouds,1992.0
19645,Doraemon the Movie: Nobita in the New Haunts of Evil -Peko and the Five Explorers-,2014.0
21681,Hanayamata,2014.0
1030,Pom Poko,1994.0
31989,Sound! Euphonium the Movie: Welcome to the Kitauji High School Concert Band,2016.0
3859,,2008.0
22817,The File of Young Kindaichi Returns,2014.0
335,Mythical Detective Loki Ragnarok,2003.0
738,,2005.0
12753,Phi-Brain ~ Puzzle of God: The Orpheus Order,2012.0
15651,Phi Brain: Puzzle of God 3,2013.0
1255,Saint Seiya: Legend of Crimson Youth,1988.0
1259,Saint Seiya: The Heaven Chapter - Overture,2004.0
867,,1998.0
869,Slayers Return,1996.0
2013,You're Under Arrest The Movie,1999.0
5141,Taisho Baseball Girls,2009.0
2683,,2007.0
3051,,2007.0
5525,07-Ghost,2009.0
1292,Afro Samurai,2007.0
3549,Allison & Lillia,2008.0
3203,,1990.0
2654,Doraemon the Movie: Nobita and the Winged Braves,2001.0
2393,Doraemon the Movie: Nobita and the Windmasters,2003.0
12875,Victory Kickoff!!,2012.0
287,Baki the Grappler,2001.0
20689,Hamatora The Animation,2014.0
27829,Heavy Object,2015.0
1410,IGPX: Immortal Grand Prix Season 2,2006.0
953,Jyu-Oh-Sei: Planet of the Beast King,2006.0
147,Rumbling Hearts,2003.0
16732,KINMOZA!,2013.0
844,Gash Bell The 1st Movie: Unlisted Demon,2004.0
7761,,2010.0
3225,,2008.0
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,2010.0
2926,Myself; Yourself,2007.0
272,Noir,2001.0
326,Pet Shop of Horrors,1999.0
2744,,2007.0
5753,,2009.0
1329,Rail of the Star: A True Story of Children,1993.0
22273,selector infected WIXOSS,2014.0
868,Slayers Great,1997.0
5226,Beyond the Heavens,2009.0
5356,Canaan,2009.0
15611,Cardfight!! Vanguard Link Joker,2013.0
21395,Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back,2014.0
2398,Digimon Adventure 02: Revenge of Diaboromon,2001.0
3727,Doraemon the Movie: Nobita's Dinosaur,1980.0
30694,Dragon Ball Super,2015.0
1906,,2006.0
1206,Spring and Chaos,1996.0
4483,Someday's Dreamers II: Sora,2008.0
99,My-Otome,2005.0
1196,,2005.0
4062,,1985.0
5597,Summer Storm!,2009.0
4114,,2006.0
1526,Pokémon: Lucario and the Mystery of Mew,2005.0
4921,Ramayana: The Legend of Prince Rama,1993.0
2111,,2005.0
3089,The Sky Crawlers,2008.0
944,,2006.0
3457,Vampire Knight,2008.0
935,Witchblade,2006.0
92,After War Gundam X,1996.0
713,Air: The Motion Picture,2005.0
3006,My Family,2002.0
2675,Doraemon the Movie: Nobita and the Galaxy Super-express,1996.0
2648,,1995.0
4726,Tower of Druaga: The Sword of Uruk,2009.0
27525,Fate/Kaleid Liner Prisma Illya 2Wei Herz!,2015.0
3508,,2007.0
6795,,2008.0
386,,1995.0
1663,,1976.0
3335,Smart-san,1978.0
13271,Hunter x Hunter: Phantom Rouge,2013.0
6980,,2009.0
28623,Kabaneri of the Iron Fortress,2016.0
418,"Ranma ½: Big Trouble in Nekonron, China",1991.0
2486,Rumiko Takahashi Anthology,2003.0
536,Slayers: The Motion Picture,1995.0
807,Tsubasa RESERVoir CHRoNiCLE The Movie: The Princess in the Birdcage Kingdom,2005.0
32977,Aggretsuko,2016.0
282,,2005.0
11697,The Knight in the Area,2012.0
104,"Ceres, Celestial Legend",2000.0
1521,Black Jack: The Movie,1996.0
2660,,1999.0
1858,,2007.0
411,Gun x Sword,2005.0
14645,Hiiro no Kakera: The Tamayori Princess Saga Season 2,2012.0
9013,,2010.0
1374,Guyver: The Bioboosted Armor,2005.0
1432,Lupin III: The Fuma Conspiracy,1987.0
3345,,1992.0
2152,Oh! Edo Rocket,2007.0
7769,Okami-San and Her Seven Companions,2010.0
33190,Planetarian: Storyteller of the Stars,2016.0
4618,Ride Back,2009.0
10884,Saki Episode of Side A,2012.0
4581,Corpse Princess: Aka,2008.0
152,,2005.0
75,Fafner,2004.0
341,Spiral: Bond of Reasoning,2002.0
30344,THE IDOLM@STER CINDERELLA GIRLS 2nd SEASON,2015.0
3009,Tiger Mask,1969.0
712,Zoids Genesis,2005.0
1674,,1994.0
6149,Little Miss Maruko,1995.0
2813,,1989.0
1313,Digimon Adventure 02,2000.0
2670,Doraemon the Movie: Nobita's Dorabian Nights,1991.0
655,,2004.0
22013,,2014.0
8134,"Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island!!",2010.0
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,2006.0
4028,,2008.0
1965,,2007.0
8934,Star Driver,2010.0
19021,"Love, Chunibyo & Other Delusions!: Rikka Version",2013.0
3087,,2009.0
2383,Cybersix,1999.0
1678,Cyborg 009,2001.0
17917,,2013.0
902,Dragon Ball Z: Bojack Unbound,1993.0
23539,The Lazy Egg,2014.0
14765,,2012.0
16035,Karneval,2013.0
15379,The Troubled Life of Miss Kotoura,2013.0
32871,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,2016.0
3577,,2008.0
1013,,2006.0
4056,,2008.0
94,Mobile Suit Gundam SEED Destiny,2004.0
13585,Natsuyuki Rendezvous,2012.0
9893,,2011.0
6758,Armed Librarians: The Book of Bantorra,2009.0
415,My Neighbors the Yamadas,1999.0
7,Witch Hunter Robin,2002.0
30870,Ajin: Demi-Human Movie 3: Collide,2016.0
2116,,1983.0
1723,Clannad The Motion Picture,2007.0
61,D.N.Angel,2003.0
31163,Dimension W,2016.0
3230,Tower of Druaga: The Aegis of Uruk,2008.0
2484,,2000.0
19951,Hunter x Hunter: The Last Mission,2013.0
3418,,1993.0
2544,The Swiss Family Robinson: Flone of the Mysterious Island,1981.0
3272,,1983.0
1516,Kirarin Revolution,2006.0
32245,Kuromukuro,2016.0
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,2005.0
3467,Haruka Nogizaka's Secret,2008.0
2385,One Piece: Django's Dance Carnival,2001.0
195,Please Teacher!,2002.0
28621,The Perfect Insider,2015.0
9241,Super Robot Wars OG: The Inspector,2010.0
390,Suzuka,2005.0
21881,Sword Art Online II,2014.0
16417,Tamako Market,2013.0
30901,Utawarerumono: The False Faces,2015.0
8915,The Mystic Archives of Dantalian,2011.0
2803,,1992.0
6988,,2010.0
11053,,2012.0
1126,,2001.0
1524,Windy Tales,2004.0
5658,,1974.0
958,HeatGuy J,2002.0
4550,,2008.0
25159,When Supernatural Battles Became Commonplace,2014.0
3223,,2007.0
634,,2004.0
28013,Macross Delta,2016.0
18391,,2013.0
2736,,1995.0
9999,One Piece 3D: Straw Hat Chase,2011.0
2386,One Piece: Dream Soccer King,2002.0
107,Jing: King of Bandits,2002.0
2847,Pokémon: The Rise Of Darkrai,2007.0
2361,Saber Rider and the Star Sheriffs,1984.0
28495,,2015.0
173,,2004.0
4896,Umineko: When They Cry,2009.0
883,Yu Yu Hakusho the Movie: Poltergeist Report,1994.0
1901,They Were Eleven,1986.0
10681,Blood-C: The Last Dark,2012.0
9379,Ground Control to Psychoelectric Girl,2011.0
2667,Doraemon the Movie: Nobita and the Castle of the Undersea Devil,1983.0
2666,Doraemon the Movie: Nobita and the Birth of Japan,1989.0
2655,Doraemon the Movie: Nobita in the Robot Kingdom,2002.0
893,Dragon Ball: The Path to Power,1996.0
